97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
97.068,97.9913,97.3718
96.4827,97.5669,96.8259
96.5256,97.6296,96.8686
96.6791,97.7971,97.0293
96.7584,97.8812,97.1095
96.791,97.9272,97.1486
96.7842,97.9387,97.1519
96.7603,97.9396,97.1402
96.7382,97.9459,97.1285
96.7047,97.9415,97.1034
96.672,97.9365,97.0757
96.528,97.8066,96.9352
96.4517,97.7573,96.8688
96.3925,97.7272,96.8187
96.2922,97.6559,96.7219
96.2476,97.642,96.6895
96.1985,97.6222,96.6504
96.1722,97.6257,96.6338
96.1444,97.6321,96.6228
96.1541,97.6724,96.6398
96.1635,97.7097,96.6629
96.1564,97.7409,96.6712
96.1709,97.7931,96.6861
96.1444,97.8067,96.6775
96.1335,97.833,96.6698
96.109,97.8491,96.6666
96.0488,97.8205,96.6062
95.9708,97.796,96.5535
95.9224,97.7846,96.5136
95.7896,97.6949,96.3934
95.66,97.6071,96.2752
95.5105,97.5011,96.1428
95.3627,97.3998,96.002
95.2297,97.3115,95.8819
95.0994,97.2303,95.7674
94.9616,97.1551,95.6408
94.7647,97.0262,95.4594
94.5496,96.8933,95.2695
94.3615,96.7908,95.1062
94.192,96.7212,94.9643
94.0437,96.6593,94.8399
93.8555,96.5887,94.6911
93.6989,96.5467,94.5628
93.5515,96.5008,94.4513
93.4237,96.493,94.3626
93.3647,96.5574,94.3268
93.3119,96.6324,94.3218
93.3168,96.7687,94.3464
93.2676,96.8517,94.3471
93.3061,97.0375,94.427
93.4237,97.2938,94.5913
93.5396,97.5345,94.734
93.652,97.7862,94.8932
93.9285,98.1852,95.2033
94.1469,98.54,95.466
94.5651,99.0784,95.9186
94.8818,99.481,96.2559
95.2828,100.003,96.6895
95.6903,100.528,97.1259
96.0599,101.016,97.5477
96.4954,101.552,97.9924
97.1058,102.29,98.6448
97.7209,103.004,99.2931
98.3773,103.788,99.9907
98.9879,104.532,100.637
99.7224,105.377,101.391
100.498,106.245,102.206
101.158,106.995,102.89
101.713,107.626,103.466
102.258,108.203,104.018
102.82,108.804,104.6
103.355,109.327,105.123
103.873,109.849,105.656
104.253,110.187,106.027
104.621,110.485,106.379
104.939,110.709,106.668
105.29,110.926,106.98
105.477,110.966,107.138
105.654,110.996,107.278
105.841,111.013,107.424
105.929,110.892,107.46
106.019,110.747,107.495
106.012,110.494,107.433
105.929,110.171,107.297
105.715,109.672,107.011
105.441,109.141,106.683
105.133,108.554,106.304
104.729,107.887,105.835
104.282,107.157,105.32
103.856,106.483,104.843
103.395,105.749,104.324
102.952,105.082,103.82
102.467,104.345,103.264
101.993,103.644,102.718
101.491,102.941,102.172
100.997,102.23,101.613
100.604,101.648,101.141
100.232,101.095,100.703
99.8247,100.514,100.211
99.4739,100.015,99.8092
99.1232,99.5382,99.3877
98.5751,98.8299,98.7493
98.0364,98.1996,98.1558
97.601,97.6897,97.6651
97.2132,97.2644,97.2533
96.8605,96.887,96.8834
96.55,96.5582,96.556
96.2816,96.2859,96.2854
96.063,96.0651,96.0647
95.821,95.8213,95.8213
95.6169,95.6169,95.6169
95.6169,95.6169,95.6169
95.6169,95.6169,95.6169
95.6169,95.6169,95.6169
95.6169,95.6169,95.6169
